"Name","code_course","max_student","register_student","branch","type","teacher","start_data","end_date","register_student_yesterday","priority","Days[0]","Days[1]","year_name","branch_id","product_id","Year","id","status","Course Name","Course Code","start_date","end_date"
"פסיכומטרי - דצמבר 2018 ת""א - נחלת יצחק (מכללת שפלטר) 02","505185302",45,27,"ת""א - נחלת יצחק (מכללת שפלטר)","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",תום עמנואל,"0000-00-00","0000-00-00",27,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"086C1B88-4880-E811-8A51-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,EB6E1DE6-4880-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נחלת יצחק (מכללת שפלטר)","505185300","0000-00-00","0000-00-00"
"פסיכומטרי - דצמבר 2018 ת""א - נחלת יצחק (מכללת שפלטר) 01","505185301",45,43,"ת""א - נחלת יצחק (מכללת שפלטר)","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",אמיתי גורפינקל,"0000-00-00","0000-00-00",43,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"086C1B88-4880-E811-8A51-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,EB6E1DE6-4880-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נחלת יצחק (מכללת שפלטר)","505185300","0000-00-00","0000-00-00"
"פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה 04","505185204",45,30,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",תום עמנואל,"0000-00-00","0000-00-00",30,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,AFA1EF19-4980-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה","505185200","0000-00-00","0000-00-00"
"פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה 03","505185203",45,36,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",רועי גורביץ',"0000-00-00","0000-00-00",36,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,AFA1EF19-4980-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה","505185200","0000-00-00","0000-00-00"
"פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה 02","505185202",45,37,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",חן אלקלעי,"0000-00-00","0000-00-00",37,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,AFA1EF19-4980-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה","505185200","0000-00-00","0000-00-00"
"פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה 01","505185201",45,37,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",עמוס פריבס,"0000-00-00","0000-00-00",37,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,AFA1EF19-4980-E811-8A51-00505697537D,"861650000;861650001","פסיכומטרי - דצמבר 2018 ת""א - נאות אפקה","505185200","0000-00-00","0000-00-00"
"מתמטיקה 4 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר) 01","117195301",36,37,"ת""א - נחלת יצחק (מכללת שפלטר)","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",ולי סקליאר,"0000-00-00","0000-00-00",37,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"086C1B88-4880-E811-8A51-00505697537D",CA40E198-5D87-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,DB1DB517-4D80-E811-8A51-00505697537D,"861650000;861650001","מתמטיקה 4 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר)","117195300","0000-00-00","0000-00-00"
"אנגלית 4 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר) 01","207195301",35,30,"ת""א - נחלת יצחק (מכללת שפלטר)","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",חן זאוסמר,"0000-00-00","0000-00-00",30,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"086C1B88-4880-E811-8A51-00505697537D",CE7C1192-5E87-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,DB8F14FE-4D80-E811-8A51-00505697537D,"861650000;861650001","אנגלית 4 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר)","207195300","0000-00-00","0000-00-00"
"אנגלית 5 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר) 01","217195301",31,31,"ת""א - נחלת יצחק (מכללת שפלטר)","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",ענת שטריקס,"0000-00-00","0000-00-00",31,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"086C1B88-4880-E811-8A51-00505697537D","8EA2473E-E970-E011-A41E-005056BD3748",אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,"61A466B5-4E80-E811-8A51-00505697537D","861650000;861650001","אנגלית 5 - חורף 2019 ת""א - נחלת יצחק (מכללת שפלטר)","217195300","0000-00-00","0000-00-00"
"פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה 03","502195203",45,42,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",מירב חי,"0000-00-00","0000-00-00",42,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,"3962CCBC-9082-E811-8A51-00505697537D","861650000;861650001","פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה","502195200","0000-00-00","0000-00-00"
"פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה 02","502195202",45,41,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",מירב חי,"0000-00-00","0000-00-00",41,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,"3962CCBC-9082-E811-8A51-00505697537D","861650000;861650001","פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה","502195200","0000-00-00","0000-00-00"
"פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה 01","502195201",45,44,"ת""א - נאות אפקה","861650000;861650001;861650002;861650003;861650005;861650008;861650011;861650014;861650015;861650016;861650017;861650018;861650022",אסנת מולד,"0000-00-00","0000-00-00",44,"1;2;3;4;5;6;7;8;9;10;11;13;14","861650000;861650001;861650002;861650003;861650004;861650005;861650006","861650000;861650002;861650003;861650004;861650005;861650006",אביב פס' 2019;אביב פס' 2021;חורף בג' 2018;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;קיץ בג' 2019;קיץ בג' 2021;קיץ פס' 2019;שנת 1111;שנת 2016;שנת 2017;שנת 2018;שנת 2019;שנת 2020,"2A728C40-B473-E811-B9FF-00505697537D",A29C36C3-6187-E011-942D-005056BD3748,אביב פס' 2018;אביב פס' 2019;אביב פס' 2020;אביב פס' 2021;אביב פס' 2022;אביב פס' 2023;אביב פס' 2024;אביב פס' 2025;אביב פס' 2026;אביב פס' 2027;חורף בג' 2019;חורף בג' 2020;חורף בג' 2021;חורף בג' 2022;חורף בג' 2023;חורף בג' 2024;חורף בג' 2025;חורף בג' 2027;חורף פס' 2017;חורף פס' 2018;חורף פס' 2019;חורף פס' 2020;חורף פס' 2021;חורף פס' 2022;חורף פס' 2023;חורף פס' 2024;חורף פס' 2025;חורף פס' 2026;חורף פס' 2027;סתיו פס' 2018;סתיו פס' 2019;סתיו פס' 2020;סתיו פס' 2021;סתיו פס' 2022;סתיו פס' 2023;סתיו פס' 2024;סתיו פס' 2025;סתיו פס' 2026;סתיו פס' 2027;קיץ בג' 2019;קיץ בג' 2020;קיץ בג' 2021;קיץ בג' 2022;קיץ בג' 2023;קיץ בג' 2024;קיץ בג' 2025;קיץ בג' 2026;קיץ בג' 2027;קיץ פס' 2018;קיץ פס' 2019;קיץ פס' 2020;קיץ פס' 2021;קיץ פ,"3962CCBC-9082-E811-8A51-00505697537D","861650000;861650001","פסיכומטרי - אביב פס' 2019 ת""א - נאות אפקה","502195200","0000-00-00","0000-00-00"
